mean_z,APF_x, APF_y, APF_z,VarAPF,STD_x, STD_y, STD_z,RMS_x, RMS_y, RMS_z,Corr_z_y,MinMax_x, MinMax_y, MinMax_z,type
-0.2,1,1,1,0,2.9907264074877267,2.406010991015812,3.190262963734773,4.15,6.25,4.6,0.005790197704681865,10,7,9,stillness
1,3,2,3,0.3333333333333333,1.837873166945363,0.8755950357709131,2.0,1.6,0.35,2.3,-0.44414240944901384,6,3,6,stillness
1,3,2,3,0.3333333333333333,1.837873166945363,0.8755950357709131,2.0,1.6,0.35,2.3,-0.44414240944901384,6,3,6,stillness
1.1,1,2,1,0.3333333333333333,3.2058973436118907,2.5385910352879693,6.471304179049056,4.75,3.4,19.45,-0.14203397098745618,12,10,21,stillness
-0.5,2,1,2,0.3333333333333333,4.427188724235731,2.869378562220979,1.5811388300841898,8.9,3.95,1.25,-0.012245305972844102,13,9,6,stillness
-0.5,2,1,2,0.3333333333333333,4.427188724235731,2.869378562220979,1.5811388300841898,8.9,3.95,1.25,-0.012245305972844102,13,9,6,stillness
0.5,1,1,1,0,0.6749485577105528,0.6992058987801011,1.35400640077266,0.25,0.3,0.95,6.938893903907228e-18,2,2,4,stillness
0.5,1,1,1,0,0.6749485577105528,0.6992058987801011,1.35400640077266,0.25,0.3,0.95,6.938893903907228e-18,2,2,4,stillness
0.1,0,0,1,0.33333333333333337,0.4714045207910317,0.31622776601683794,0.31622776601683794,0.1,0.05,0.05,-0.11111111111111116,2,1,1,stillness
-0.1,0,0,1,0.33333333333333337,0.4714045207910317,0.31622776601683794,0.7378647873726218,0.1,0.05,0.25,-0.9047619047619048,2,1,3,stillness
0,1,0,2,1,0.9428090415820634,0.48304589153964794,0.816496580927726,0.4,0.15,0.3,-0.5634361698190111,3,1,3,stillness
-0.2,2,2,2,0,2.4129281427805145,2.0110804171997807,1.7511900715418263,2.7,2.0,1.4,-0.6246833885109399,8,5,5,stillness
-0.2,2,2,2,0,2.4129281427805145,2.0110804171997807,1.7511900715418263,2.7,2.0,1.4,-0.6246833885109399,8,5,5,stillness
-1.8,3,4,3,0.3333333333333333,6.65081448646204,3.921450978627398,4.1041983924323695,20.15,10.3,9.2,-0.6227143758034362,22,12,12,stillness
-1.8,3,4,3,0.3333333333333333,6.65081448646204,3.921450978627398,4.1041983924323695,20.15,10.3,9.2,-0.6227143758034362,22,12,12,stillness
-0.1,0,0,2,1.3333333333333335,5.602578771323871,1.6465452046971292,3.2812599206199238,14.25,2.2,4.85,0.8349668471009299,13,4,10,stillness
-0.1,0,0,2,1.3333333333333335,5.602578771323871,1.6465452046971292,3.2812599206199238,14.25,2.2,4.85,0.8349668471009299,13,4,10,stillness
